instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_of_day
8978,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66,Evening
8979,1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,5,71,76,Evening
8980,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50,59,Night
8981,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,2,40,42,Night
8982,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38,43,Night
8983,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24,25,Night
8984,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6,Night
8985,1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,0,5,5,Night
8986,1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,1,7,8,Morning
8987,1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,3,14,17,Morning
8988,1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,2,34,36,Morning
8989,1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,10,80,90,Morning
8990,1,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,11,115,126,Morning
8991,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,21,144,165,Morning
8992,1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,42,192,234,Afternoon
8993,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,40,184,224,Afternoon
8994,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,25,163,188,Afternoon
8995,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,33,173,206,Afternoon
8996,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174,205,Afternoon
8997,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131,146,Afternoon
8998,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,7,113,120,Evening
8999,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,9,101,110,Evening
9000,1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,10,85,95,Evening
9001,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,1,71,72,Evening
9002,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,2,58,60,Evening
9003,1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,3,26,29,Evening
9004,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,2,23,25,Night
9005,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,2,18,20,Night
9006,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0.0,3,14,17,Night
9007,1,1,1,3,1,1,0,1,0.12,0.197,0.5,0.0,0,3,3,Night
9008,1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,2,6,8,Night
9009,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5,6,Night
9010,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0,13,13,Morning
9011,1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,5,28,33,Morning
9012,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,3,75,78,Morning
9013,1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,7,89,96,Morning
9014,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,19,107,126,Morning
9015,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,21,158,179,Morning
9016,1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,20,165,185,Afternoon
9017,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,26,202,228,Afternoon
9018,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,23,158,181,Afternoon
9019,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,17,175,192,Afternoon
9020,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,22,158,180,Afternoon
9021,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,19,174,193,Afternoon
9022,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181,Evening
9023,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134,144,Evening
9024,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90,Evening
9025,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46,49,Evening
9026,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39,43,Evening
9027,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28,Evening
9028,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12,12,Night
9029,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0,2,2,Night
9030,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12,12,Night
9031,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,0,2,2,Night
9032,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,0,13,13,Night
9033,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0,57,57,Morning
9034,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,5,121,126,Morning
9035,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,3,90,93,Morning
9036,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,7,61,68,Morning
9037,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61,62,Morning
9038,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,2,73,75,Morning
9039,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,3,83,86,Afternoon
9040,1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,8,95,103,Afternoon
9041,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120,132,Afternoon
9042,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,6,123,129,Afternoon
9043,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,14,205,219,Afternoon
9044,1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,20,442,462,Afternoon
9045,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,12,451,463,Evening
9046,1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,11,297,308,Evening
9047,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,11,169,180,Evening
9048,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,6,174,180,Evening
9049,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,5,85,90,Evening
9050,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,1,60,61,Evening
9051,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,3,14,17,Night
9052,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0,10,10,Night
9053,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1,2,Night
9054,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3,4,Night
9055,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,0,1,1,Night
9056,1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0,29,29,Night
9057,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88,88,Morning
9058,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262,263,Morning
9059,1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,15,474,489,Morning
9060,1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,6,196,202,Morning
9061,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88,93,Morning
9062,1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,4,110,114,Morning
9063,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161,Afternoon
9064,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,6,124,130,Afternoon
9065,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98,105,Afternoon
9066,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130,Afternoon
9067,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163,176,Afternoon
9068,1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,8,338,346,Afternoon
9069,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347,355,Evening
9070,1,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,5,251,256,Evening
9071,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,1,164,165,Evening
9072,1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,5,119,124,Evening
9073,1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,4,74,78,Evening
9074,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38,Evening
9075,1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,0,16,16,Night
9076,1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,0,5,5,Night
9077,1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,0,3,3,Night
9078,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4,4,Night
9079,1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,0,1,1,Night
9080,1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,0,19,19,Night
9081,1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,0,86,86,Morning
9082,1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,2,204,206,Morning
9083,1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,9,414,423,Morning
9084,1,1,1,9,0,4,1,1,0.12,0.197,0.54,0.0,6,204,210,Morning
9085,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0.0,10,98,108,Morning
9086,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99,Morning
9087,1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,5,106,111,Afternoon
9088,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118,124,Afternoon
9089,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,15,104,119,Afternoon
9090,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127,Afternoon
9091,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,8,185,193,Afternoon
9092,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,21,364,385,Afternoon
9093,1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,16,345,361,Evening
9094,1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,5,229,234,Evening
9095,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,7,184,191,Evening
9096,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117,121,Evening
9097,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90,90,Evening
9098,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55,56,Evening
9099,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27,Night
9100,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15,15,Night
9101,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11,11,Night
9102,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4,4,Night
9103,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3,3,Night
9104,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,0,19,19,Night
9105,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68,68,Morning
9106,1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,2,183,185,Morning
9107,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,4,421,425,Morning
9108,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,21,242,263,Morning
9109,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96,97,Morning
9110,1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,6,117,123,Morning
9111,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,5,119,124,Afternoon
9112,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156,Afternoon
9113,1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,8,107,115,Afternoon
9114,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,12,144,156,Afternoon
9115,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174,Afternoon
9116,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,9,340,349,Afternoon
9117,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,5,296,301,Evening
9118,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186,192,Evening
9119,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,1,141,142,Evening
9120,1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,5,99,104,Evening
9121,1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,1,71,72,Evening
9122,1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,3,35,38,Evening
9123,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24,24,Night
9124,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,1,22,23,Night
9125,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0.0,1,25,26,Night
9126,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13,Night
9127,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,0,1,1,Night
9128,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,0,2,2,Night
9129,1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,0,1,1,Morning
9130,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10,13,Morning
9131,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22,25,Morning
9132,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,2,40,42,Morning
9133,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,0,45,45,Morning
9134,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,1,62,63,Morning
9135,1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,5,62,67,Afternoon
9136,1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,10,66,76,Afternoon
9137,1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,6,89,95,Afternoon
9138,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,6,113,119,Afternoon
9139,1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,5,113,118,Afternoon
9140,1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,7,99,106,Afternoon
9141,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,3,107,110,Evening
9142,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,0,85,85,Evening
9143,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,5,62,67,Evening
9144,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,5,64,69,Evening
9145,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56,59,Evening
9146,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,1,51,52,Evening
9147,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51,52,Night
9148,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,1,49,50,Night
9149,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,1,46,47,Night
9150,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,1,20,21,Night
9151,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,1,1,2,Night
9152,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,1,2,3,Night
9153,1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,0,4,4,Morning
9154,1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,2,11,13,Morning
9155,1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,3,29,32,Morning
9156,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,9,54,63,Morning
9157,1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,9,120,129,Morning
9158,1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,18,115,133,Morning
9159,1,1,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,24,161,185,Afternoon
9160,1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,24,175,199,Afternoon
9161,1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,19,163,182,Afternoon
9162,1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,27,149,176,Afternoon
9163,1,1,1,16,0,0,0,2,0.16,0.1515,0.8,0.194,12,143,155,Afternoon
9164,1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,8,100,108,Afternoon
9165,1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,11,110,121,Evening
9166,1,1,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,9,80,89,Evening
9167,1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,5,69,74,Evening
9168,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,8,36,44,Evening
9169,1,1,1,22,0,0,0,2,0.16,0.197,0.93,0.0896,0,58,58,Evening
9170,1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,2,35,37,Evening
9171,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0.0,2,17,19,Night
9172,1,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0,4,4,Night
9173,1,1,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,0,2,2,Night
9174,1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0.0,0,1,1,Night
9175,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0.0,0,1,1,Night
9176,1,1,1,5,0,1,1,2,0.2,0.2576,0.86,0.0,0,19,19,Night
9177,1,1,1,6,0,1,1,2,0.2,0.2576,0.86,0.0,6,36,42,Morning
9178,1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0.0,8,114,122,Morning
9179,1,1,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,5,267,272,Morning
9180,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,13,198,211,Morning
9181,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0.0,10,139,149,Morning
9182,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,5,57,62,Morning
9183,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0.0,10,52,62,Afternoon
9184,1,1,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,5,32,37,Afternoon
9185,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,13,48,61,Afternoon
9186,1,1,1,15,0,1,1,2,0.22,0.2121,1.0,0.2239,10,64,74,Afternoon
9187,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,14,108,122,Afternoon
9188,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,6,270,276,Afternoon
9189,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,7,275,282,Evening
9190,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,9,211,220,Evening
9191,1,1,1,20,0,1,1,2,0.26,0.2576,1.0,0.1642,8,161,169,Evening
9192,1,1,1,21,0,1,1,2,0.26,0.2424,1.0,0.2836,8,112,120,Evening
9193,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,4,64,68,Evening
9194,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,2,35,37,Evening
9195,1,1,1,0,0,2,1,2,0.3,0.2879,1.0,0.2836,6,19,25,Night
9196,1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,2,7,9,Night
9197,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,2,6,8,Night
9198,1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,0,3,3,Night
9199,1,1,1,4,0,2,1,2,0.3,0.3182,1.0,0.0896,0,2,2,Night
9200,1,1,1,5,0,2,1,2,0.3,0.3182,1.0,0.0896,0,26,26,Night
9201,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,1,88,89,Morning
9202,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,11,221,232,Morning
9203,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479,490,Morning
9204,1,1,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,11,244,255,Morning
9205,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,23,93,116,Morning
9206,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,30,123,153,Morning
9207,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,25,150,175,Afternoon
9208,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170,203,Afternoon
9209,1,1,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,35,138,173,Afternoon
9210,1,1,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,52,156,208,Afternoon
9211,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,35,243,278,Afternoon
9212,1,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,41,474,515,Afternoon
9213,1,1,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,32,391,423,Evening
9214,1,1,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,20,311,331,Evening
9215,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0.0,18,211,229,Evening
9216,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0.0,18,154,172,Evening
9217,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0.0,14,111,125,Evening
9218,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0.0,19,80,99,Evening
9219,1,1,1,0,0,3,1,1,0.26,0.303,0.93,0.0,6,25,31,Night
9220,1,1,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,4,9,13,Night
9221,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,3,3,6,Night
9222,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,0,1,1,Night
9223,1,1,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,0,4,4,Night
9224,1,1,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,0,33,33,Night
9225,1,1,1,6,0,3,1,1,0.24,0.2273,0.73,0.2239,1,87,88,Morning
9226,1,1,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,14,243,257,Morning
9227,1,1,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,18,495,513,Morning
9228,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,18,218,236,Morning
9229,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111,141,Morning
9230,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,52,105,157,Morning
9231,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,46,147,193,Afternoon
9232,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,63,149,212,Afternoon
9233,1,1,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,53,107,160,Afternoon
9234,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0.0,30,125,155,Afternoon
9235,1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,29,217,246,Afternoon
9236,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,27,443,470,Afternoon
9237,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,24,415,439,Evening
9238,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0.0,5,311,316,Evening
9239,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,10,225,235,Evening
9240,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0.0,19,166,185,Evening
9241,1,1,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,12,101,113,Evening
9242,1,1,1,23,0,3,1,2,0.28,0.3182,0.65,0.0,3,63,66,Evening
9243,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,3,22,25,Night
9244,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0.0,5,16,21,Night
9245,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,1,6,7,Night
9246,1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,1,5,6,Night
9247,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0.0,0,3,3,Night
9248,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,0,28,28,Night
9249,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0.0,0,88,88,Morning
9250,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,11,228,239,Morning
9251,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,16,514,530,Morning
9252,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0.0,18,256,274,Morning
9253,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,16,92,108,Morning
9254,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,11,100,111,Morning
9255,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,29,136,165,Afternoon
9256,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0.0,17,156,173,Afternoon
9257,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112,128,Afternoon
9258,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,22,142,164,Afternoon
9259,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,15,209,224,Afternoon
9260,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,16,397,413,Afternoon
9261,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0.0,12,394,406,Evening
9262,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313,Evening
9263,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216,224,Evening
9264,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192,Evening
9265,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139,142,Evening
9266,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0.0,5,86,91,Evening
9267,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32,38,Night
9268,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23,29,Night
9269,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13,Night
9270,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,Night
9271,1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4,Night
9272,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24,Night
9273,1,1,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,0,72,72,Morning
